שם המוצר,"1 ק""ג",B1 ויטמין,B6 ויטמין,סיבים תזונתיים,חומצה פולית,אנרגיה,חלבונים,פחמימות,שומנים,נתרן,B3 ויטמין,אשלגן,C ויטמין,ברזל,1 יחידה,100 גרם,B2 ויטמין,K ויטמין,E ויטמין,מגנזיום,סוכרים מתוך פחמימות,A ויטמין,סיבים תזונתים,אבץ,מתוכם סוכר מוסף,"100 מ""ל",מתוכם שומן רווי,חומצות שומן טרנס,כפיות סוכר,סידן,כולסטרול,שומן חד בלתי רווי,שומן רב בלתי רווי,סוכרים,נתרן מופחת,רב כהלים,לקטוז,D ויטמין,"1 ס""מ",חלבונים (אלבומין|קזאין‎ 40|60),מתוך הפחמימות לקטוז,ויטמין D קלציפרול,3 חומצות שומן אומגה,DHA + EPA,קפאין,B12 ויטמין,ניאצין,B5 ויטמין,שומן ללא טרנס,חומצה פנתוטנית,שומן טרנס,שומן רווי,חומצות שומן רווי,ניקוטינאמיד,סיבים בלתי מסיבים,מתוכם שומן בלתי רווי,6 חומצות שומן אומגה,מתוך סוכרים חומצות אורגניות,רטיבות,אפר,סוכרוז,ביוטין,יוד,זרחן,מלח,ליקופן,מנגן,סיבים מסיסים,חומצות שומן אולאית,ויטמין E שווי אלפא טוקופרול,חומצת חומץ,ויטמין A שווי רטינול,חומצה אסקורבית,עמילן,ARA חומצת שומן,DHA חומצת שומן,נוקלאוטידים,חומצת שומן לינולאית,חומצת שומן לינולנית,סלניום,נחושת,טאורין,כולין,אינוסיטול,לוטאין,חומצה אלפא לינולנית,גלקטואוליגוסכרידים,כלור,קרניטין,כלוריד,חומצת שומן AA,ויטמין B3 ניקוטינאמיד שווי חומ,K אשלגן,לחות,כרום,מוליבדן,1 מטר,100 מטר,בלתי רווי,חומצה לאורית,חומצה לינולאית,DHA,EPA,כלורופיל,,
טונה ריו בשמן זית+צ'ילי,0,0,0,0,0,213,24,0,13,750,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,0,23,פחות מ 0.5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה ריו מרה בשמן זית,0,0,0,0,0,213,24,0,13,800,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,0,2.3,פחות מ 0.5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בשמן זית,0,0,0,0,0,213,24,0,13,400,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,פחות מ 0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בשמן זית,0,0,0,0,0,230,24.5,0.4,14.5,395,0,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בהירה בשמן זית,0,0,0,0,0,209,26.1,0.5,11.4,395,0,0,0,0,0,7.46,0,0,0,0,0,0,0,0,0,0,1.8,פחות מ 0.5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פילה טונה פרוס מעושן,0,0,0,0,0,160,27,0.5,5.5,395,0,0,0,0,0,12.42,0,0,0,0,0,0,0,0,0,0,0.8,פחות מ 0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פילה טונה פרוס לימון,0,0,0,0,0,160,27,0.5,5.5,395,0,0,0,0,0,12.42,0,0,0,0,0,0,0,0,0,0,0.8,פחות מ 0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פילה טונה פרוס+שמן זית,0,0,0,0,0,160,27,0.5,5.5,395,0,0,0,0,0,12.42,0,0,0,0,0,0,0,0,0,0,0.8,פחות מ 0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בשמן זית,0,0,0,0,0,209,26,0.5,11.4,395,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,1.8,פחות מ 0.5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בשמן זית כתית,0,0,0,0,0,209,24,0,13,350,0,0,0,0,0,7.07,0,0,0,0,0,0,0,0,0,0,2.3,פחות מ 0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בשמן זית ריו מארה,0,0,0,0,0,213,24,0,13,800,0,0,0,0,0,11.63,0,0,0,0,0,0,0,0,0,0,2.3,פחות מ 0.5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בשמן זית וצ'ילי,0,0,0,0,0,208,26,0.5,11.3,395,0,0,0,0,0,8.06,0,0,0,0,0,0,0,0,0,0,1.7,פחות מ 0.5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בשמן זית צ'ילי,0,0,0,0,0,187,26,0.5,9.2,260,0,0,0,0,0,14.16,0,0,0,0,0,0,0,0,0,0,1.6,פחות מ 0.5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בשמן זית,0,0,0,0,0,248,26,0,16,280,0,0,0,0,0,14.16,0,0,0,0,0,0,0,0,0,0,2.5,פחות מ 0.5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בשמן זית+לימון,0,0,0,0,0,248,26,0,16,280,0,0,0,0,0,14.16,0,0,0,0,0,0,0,0,0,0,2.5,פחות מ 0.5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה צהובה בשמן זית,0,0,0,0,0,226,25,0,14,433,0,0,0,0,0,14.2,0,0,0,0,0,0,0,0,0,0,2.2,פחות מ 0.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה לבנה בשמן זית,0,0,0,0,0,302,25.6,0,22.2,680,0,0,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,4,פחות מ 0.5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה לבנה שמן זית,0,0,0,0,0,253,25,0,17,326,0,0,0,0,0,12.68,0,0,0,0,0,0,0,0,0,0,3.1,פחות מ 0.5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בהירה בשמן זית,0,0,0,0,0,209,22,0.5,12.9,392,0,0,0,0,0,6.63,0,0,0,0,0,0,0,0,0,0,1.8,פחות מ 0.5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה קליפו בשמן זית,0,0,0,0,0,218,26,0,13,430,0,0,0,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה צהובה בשמן זית,0,0,0,0,0,226,25,0,14,433,0,0,0,0,0,15.86,0,0,0,0,0,0,0,0,0,0,2.2,פחות מ 0.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה טו גו בשמן זית,0,0,0,0,0,200,26.2,0.5,10.4,395,0,0,0,0,0,11.65,0,0,0,0,0,0,0,0,0,0,1.6,פחות מ 0.5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה טו גו +צ'ילי פיקנטי,0,0,0,0,0,173,21.9,1.6,8.8,328,0,0,0,0,0,11.65,0,0,0,0,0,0,0,0,0,0,1.3,פחות מ 0.5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פילה טונה בשמן זית,0,0,0,0,0,173,27,0,7.2,340,0,0,0,0,0,19.95,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה בשמן קנולה,0,0,0,0,0,206,24.5,0.2,11.9,395,0,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,1.8,פחות מ 0.5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה במים,0,0,0,0,0,104,23.5,0.5,0.9,246,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0.8,פחות מ 0.5,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בשמן קנולה,0,0,0,0,0,170,28,0,4.5,266,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,1,פחות מ 0.5,0,182,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נתחי טונה בשמן סטארקיסט,0,0,0,0,0,194,26,0,10,390,0,0,0,0,0,4.26,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה ריו בשמן זית ופלפל,0,0,0,0,0,220,25,0.8,13,800,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,2.3,פחות מ 0.5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טונה ריו בשמן זית,0,0,0,0,0,213,24,0,13,800,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,2.3,פחות מ 0.5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ירקות גינה עם טונה,0,0,0,0,0,183,9,6.5,13,600,0,0,0,0,0,8.69,0,0,0,0,2,0,0,0,0,0,1.7,פחות מ 0.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סלט מקסיקני עם טונה,0,0,0,0,0,200,10,9.5,13,600,0,0,0,0,0,8.69,0,0,0,0,2.5,0,0,0,0,0,1.7,פחות מ 0.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
אינסלטיסמה קוסקוס+טונה,0,0,0,0,0,238,10,15,15,600,0,0,0,0,0,8.69,0,0,0,0,1.5,0,0,0,0,0,2,פחות מ 0.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
אורז ועדשים עם טונה,0,0,0,3,0,190,11,17,8,390,0,0,0,0,0,8.69,0,0,0,0,1,0,0,0,0,0,1.4,פחות מ 0.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קינואה עם טונה בשמן זית,0,0,0,1.5,0,159,8,13,8,395,0,0,0,0,0,8.69,0,0,0,0,2,0,0,0,0,0,1,פחות מ 0.5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגול עם טונה וחומוס,0,0,0,2.5,0,180,10,14,8.8,395,0,0,0,0,0,8.69,0,0,0,0,0.7,0,0,0,0,0,0.9,פחות מ 0.5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סלט טונה פיקנטי,0,0,0,0,0,114,8,7,6,500,0,0,0,0,0,3.75,0,0,0,0,4.3,0,0,0,0,0,1.5,פחות מ 0.5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סלט טונה,0,0,0,0,0,114,8,7,6,490,0,0,0,0,0,3.75,0,0,0,0,4.3,0,0,0,0,0,15,פחות מ 0.5,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מיקס טו גו שעועית + טונה,0,0,0,0,0,192,13,10.6,10.9,400,0,0,0,0,0,6.97,0,0,0,0,1,0,0,0,0,0,2.4,פחות מ 0.5,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מיקס טו גו פתיתים + טונה,0,0,0,0,0,181,9.8,14.6,9.3,400,0,0,0,0,0,6.97,0,0,0,0,1.3,0,0,0,0,0,1.4,פחות מ 0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מיקס טו גו 4 דגנים +טונה,0,0,0,0,0,217,10.2,14.8,13,400,0,0,0,0,0,6.97,0,0,0,0,0.8,0,0,0,0,0,2.9,פחות מ 0.5,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ירקות גינה עם טונה,0,0,0,0,0,132,8.8,12.5,4.9,398,0,0,0,0,0,8.06,0,0,0,0,1.7,0,0,0,0,0,2.3,פחות מ 0.5,0,182,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קינואה עם טונה וירקות,0,0,0,0,0,202,8,10.6,10.9,398,0,0,0,0,0,8.06,0,0,0,0,0.95,0,0,0,0,0,2.4,פחות מ 0.5,0,182,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סלט טונה פילטונה,0,0,0,0,0,179,9,2,15,398,0,0,0,0,0,3.72,0,0,0,0,1.7,0,0,0,0,0,2.3,פחות מ 0.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדינים בשמן זית רוברט,0,0,0,0,0,240,22,0,17,400,0,0,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדין רוברט בשמן חמניות,0,0,0,0,0,210,22,0,13.6,500,0,0,0,0,0,4.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדין בשמן סויה פתח-קל,0,0,0,0,0,166,24,0,7.8,264,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,646,105,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"סרדין ברוטב עגבניות פ""ק",0,0,0,0,0,121,23,0.4,3.15,315,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,1.61,פחות מ 0.5,0,646,102,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדין פיקנטי בשמן צמחי,0,0,0,0,0,171,24,0,8,230,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,2.2,פחות מ 0.5,0,646,99,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדין בשמן סויה חריף,0,0,0,0,0,241,23.7,1,15.8,400,0,0,0,0,0,6.09,0,0,0,0,0,0,0,0,0,0,2.6,פחות מ 0.5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדין בשמן זית נפטון,0,0,0,0,0,263,20.2,0,20.2,400,0,0,0,0,0,6.09,0,0,0,0,0,0,0,0,0,0,4.2,פחות מ 0.5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדין בשמן סויה נפטון,0,0,0,0,0,263,20.2,0.8,20.2,400,0,0,0,0,0,6.09,0,0,0,0,0,0,0,0,0,0,4,פחות מ 0.5,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סרדינים בשמן חמניות,0,0,0,0,0,202,16,0,15,400,0,0,0,0,0,5.52,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פילה אנשובי צנצנת,0,0,0,0,0,206,26,0.8,11,5600,0,0,0,0,0,9.9,0,0,0,0,0,0,0,0,0,0,1.9,פחות מ 0.5,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
